Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Stockage batterie;Déstockage batterie;TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 68
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-25;04:00;2026-08-25T04:00:00+02:00;4785;68;11182;156;0;1395;-237;66;-7843;-1;0;1.42;7.13;233.69;82.4;3.26;19.55;0.0;0.0;29.15;12.18;1.38;35.11;
44;Grand Est;Données temps réel;2026-08-25;04:00;2026-08-25T04:00:00+02:00;3491;22;3475;824;0;441;-10;104;-1357;-8;0;0.63;0.71;99.54;32.12;23.6;15.85;0.0;0.0;12.63;19.17;2.98;38.66;
32;Hauts-de-France;Données temps réel;2026-08-25;04:00;2026-08-25T04:00:00+02:00;3903;553;3510;1661;0;5;0;112;-1935;-4;0;14.17;23.15;89.93;64.29;42.56;25.0;0.0;0.0;0.13;125.0;2.87;57.44;
76;Occitanie;Données temps réel;2026-08-25;04:00;2026-08-25T04:00:00+02:00;2901;0;0;106;0;386;-31;94;2406;0;0;0.0;0.0;0.0;0.0;3.65;5.76;0.0;0.0;13.31;7.2;3.24;52.81;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-25;04:00;2026-08-25T04:00:00+02:00;1169;0;0;174;0;2;0;30;962;0;0;0.0;0.0;0.0;;14.88;14.6;0.0;0.0;0.17;0.39;2.57;37.5;
28;Normandie;Données temps réel;2026-08-25;04:00;2026-08-25T04:00:00+02:00;2179;19;9119;370;0;9;0;100;-7439;0;0;0.87;2.49;418.49;74.38;16.98;22.49;0.0;0.0;0.41;31.03;4.59;67.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-25;04:00;2026-08-25T04:00:00+02:00;2928;15;0;3;0;314;0;143;2453;0;0;0.51;0.57;0.0;;0.1;2.48;0.0;0.0;10.72;9.73;4.88;46.73;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-25;04:00;2026-08-25T04:00:00+02:00;2876;20;4810;350;0;4;0;50;-2357;0;0;0.7;3.66;167.25;72.55;12.17;15.64;0.0;0.0;0.14;0.18;1.74;14.53;
53;Bretagne;Données temps réel;2026-08-25;04:00;2026-08-25T04:00:00+02:00;1591;0;0;102;0;0;0;45;1470;-24;0;0.0;0.0;0.0;;6.41;5.16;0.0;0.0;0.0;0.0;2.83;56.25;
24;Centre-Val de Loire;Données temps réel;2026-08-25;04:00;2026-08-25T04:00:00+02:00;1311;0;6911;84;0;27;0;30;-5741;0;0;0.0;0.0;527.15;59.42;6.41;4.61;0.0;0.0;2.06;29.35;2.29;32.97;
52;Pays de la Loire;Données temps réel;2026-08-25;04:00;2026-08-25T04:00:00+02:00;2059;0;0;152;0;6;0;104;1800;0;0;0.0;0.0;0.0;;7.38;6.19;0.0;0.0;0.29;60.0;5.05;114.29;
11;Île-de-France;Données temps réel;2026-08-25;04:00;2026-08-25T04:00:00+02:00;4754;0;0;9;0;14;0;194;4539;0;0;0.0;0.0;0.0;;0.19;6.16;0.0;0.0;0.29;73.68;4.08;55.43;
44;Grand Est;Données temps réel;2026-08-25;04:15;2026-08-25T04:15:00+02:00;3536;23;3499;829;0;440;-10;104;-1342;-7;0;0.65;0.75;98.95;32.34;23.44;15.95;0.0;0.0;12.44;19.12;2.94;38.66;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-25;04:15;2026-08-25T04:15:00+02:00;2942;15;0;3;0;402;0;142;2380;0;0;0.51;0.57;0.0;;0.1;2.48;0.0;0.0;13.66;12.46;4.83;46.41;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-25;04:15;2026-08-25T04:15:00+02:00;1178;0;0;186;0;2;0;30;962;-2;0;0.0;0.0;0.0;;15.79;15.6;0.0;0.0;0.17;0.39;2.55;37.5;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-25;04:15;2026-08-25T04:15:00+02:00;2825;20;4820;377;0;4;0;50;-2447;0;1;0.71;3.66;170.62;72.7;13.35;16.85;0.0;0.0;0.14;0.18;1.77;14.53;
53;Bretagne;Données temps réel;2026-08-25;04:15;2026-08-25T04:15:00+02:00;1614;0;0;128;0;0;0;45;1485;-42;0;0.0;0.0;0.0;;7.93;6.48;0.0;0.0;0.0;0.0;2.79;56.25;
28;Normandie;Données temps réel;2026-08-25;04:15;2026-08-25T04:15:00+02:00;2205;19;9124;368;0;9;0;102;-7418;0;0;0.86;2.49;413.79;74.42;16.69;22.37;0.0;0.0;0.41;31.03;4.63;68.92;
11;Île-de-France;Données temps réel;2026-08-25;04:15;2026-08-25T04:15:00+02:00;4682;0;0;19;0;14;0;194;4458;0;0;0.0;0.0;0.0;;0.41;13.01;0.0;0.0;0.3;73.68;4.14;55.43;
52;Pays de la Loire;Données temps réel;2026-08-25;04:15;2026-08-25T04:15:00+02:00;2046;0;0;129;0;6;0;104;1811;0;0;0.0;0.0;0.0;;6.3;5.25;0.0;0.0;0.29;60.0;5.08;114.29;
32;Hauts-de-France;Données temps réel;2026-08-25;04:15;2026-08-25T04:15:00+02:00;3826;499;3516;1605;0;5;0;112;-1904;-7;0;13.04;20.89;91.9;64.4;41.95;24.16;0.0;0.0;0.13;125.0;2.93;57.44;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-25;04:15;2026-08-25T04:15:00+02:00;4798;138;11182;157;0;1412;-235;66;-7920;-1;0;2.88;14.47;233.06;82.4;3.27;19.67;0.0;0.0;29.43;12.33;1.38;35.11;
24;Centre-Val de Loire;Données temps réel;2026-08-25;04:15;2026-08-25T04:15:00+02:00;1359;0;6911;127;0;27;0;30;-5736;0;0;0.0;0.0;508.54;59.42;9.35;6.96;0.0;0.0;1.99;29.35;2.21;32.97;
76;Occitanie;Données temps réel;2026-08-25;04:15;2026-08-25T04:15:00+02:00;2876;0;0;106;0;451;-34;93;2320;-1;0;0.0;0.0;0.0;0.0;3.69;5.76;0.0;0.0;15.68;8.41;3.23;52.25;
52;Pays de la Loire;Données temps réel;2026-08-25;04:30;2026-08-25T04:30:00+02:00;2046;0;0;114;0;6;0;104;1922;-96;0;0.0;0.0;0.0;;5.57;4.64;0.0;0.0;0.29;60.0;5.08;114.29;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-25;04:30;2026-08-25T04:30:00+02:00;2953;15;0;2;0;401;0;142;2393;0;0;0.51;0.57;0.0;;0.07;1.65;0.0;0.0;13.58;12.43;4.81;46.41;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-25;04:30;2026-08-25T04:30:00+02:00;1218;0;0;186;0;2;0;30;999;0;0;0.0;0.0;0.0;;15.27;15.6;0.0;0.0;0.16;0.39;2.46;37.5;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-25;04:30;2026-08-25T04:30:00+02:00;4689;138;11177;154;0;1449;-235;66;-8058;-1;0;2.94;14.47;238.37;82.37;3.28;19.3;0.0;0.0;30.9;12.65;1.41;35.11;
28;Normandie;Données temps réel;2026-08-25;04:30;2026-08-25T04:30:00+02:00;2189;19;9111;365;0;9;0;102;-7418;0;0;0.87;2.49;416.22;74.31;16.67;22.19;0.0;0.0;0.41;31.03;4.66;68.92;
53;Bretagne;Données temps réel;2026-08-25;04:30;2026-08-25T04:30:00+02:00;1589;0;0;123;0;0;0;45;1465;-42;0;0.0;0.0;0.0;;7.74;6.22;0.0;0.0;0.0;0.0;2.83;56.25;
32;Hauts-de-France;Données temps réel;2026-08-25;04:30;2026-08-25T04:30:00+02:00;3922;504;3511;1545;0;5;0;113;-1756;0;0;12.85;21.1;89.52;64.3;39.39;23.26;0.0;0.0;0.13;125.0;2.88;57.95;
76;Occitanie;Données temps réel;2026-08-25;04:30;2026-08-25T04:30:00+02:00;2869;0;0;93;0;459;-32;93;2315;0;0;0.0;0.0;0.0;0.0;3.24;5.05;0.0;0.0;16.0;8.56;3.24;52.25;
11;Île-de-France;Données temps réel;2026-08-25;04:30;2026-08-25T04:30:00+02:00;4699;0;0;12;0;14;0;194;4481;0;0;0.0;0.0;0.0;;0.26;8.22;0.0;0.0;0.3;73.68;4.13;55.43;
24;Centre-Val de Loire;Données temps réel;2026-08-25;04:30;2026-08-25T04:30:00+02:00;1335;0;6916;140;0;27;0;30;-5778;0;0;0.0;0.0;518.05;59.47;10.49;7.68;0.0;0.0;2.02;29.35;2.25;32.97;
44;Grand Est;Données temps réel;2026-08-25;04:30;2026-08-25T04:30:00+02:00;3357;22;3497;812;0;436;-10;104;-1487;-18;1;0.66;0.71;104.17;32.32;24.19;15.62;0.0;0.0;12.99;18.95;3.1;38.66;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-25;04:30;2026-08-25T04:30:00+02:00;2791;20;4810;396;0;3;0;50;-2488;0;0;0.72;3.66;172.34;72.55;14.19;17.69;0.0;0.0;0.11;0.13;1.79;14.53;
53;Bretagne;Données temps réel;2026-08-25;04:45;2026-08-25T04:45:00+02:00;1588;0;0;159;0;0;0;45;1428;-42;0;0.0;0.0;0.0;;10.01;8.05;0.0;0.0;0.0;0.0;2.83;56.25;
11;Île-de-France;Données temps réel;2026-08-25;04:45;2026-08-25T04:45:00+02:00;4730;0;0;9;0;14;0;196;4514;0;0;0.0;0.0;0.0;;0.19;6.16;0.0;0.0;0.3;73.68;4.14;56.0;
32;Hauts-de-France;Données temps réel;2026-08-25;04:45;2026-08-25T04:45:00+02:00;3895;653;3512;1444;0;5;0;113;-1836;0;4;16.77;27.33;90.17;64.32;37.07;21.74;0.0;0.0;0.13;125.0;2.9;57.95;
76;Occitanie;Données temps réel;2026-08-25;04:45;2026-08-25T04:45:00+02:00;2845;0;0;84;0;470;-30;94;2289;0;0;0.0;0.0;0.0;0.0;2.95;4.57;0.0;0.0;16.52;8.76;3.3;52.81;
28;Normandie;Données temps réel;2026-08-25;04:45;2026-08-25T04:45:00+02:00;2177;19;9127;339;0;9;0;101;-7419;0;0;0.87;2.49;419.25;74.45;15.57;20.61;0.0;0.0;0.41;31.03;4.64;68.24;
52;Pays de la Loire;Données temps réel;2026-08-25;04:45;2026-08-25T04:45:00+02:00;2070;0;0;113;0;6;0;104;1851;0;0;0.0;0.0;0.0;;5.46;4.6;0.0;0.0;0.29;60.0;5.02;114.29;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-25;04:45;2026-08-25T04:45:00+02:00;4715;138;11186;152;0;1458;-1;66;-8283;-1;0;2.93;14.47;237.24;82.43;3.22;19.05;0.0;0.0;30.92;12.73;1.4;35.11;
24;Centre-Val de Loire;Données temps réel;2026-08-25;04:45;2026-08-25T04:45:00+02:00;1323;0;6915;119;0;27;0;30;-5768;0;0;0.0;0.0;522.68;59.46;8.99;6.52;0.0;0.0;2.04;29.35;2.27;32.97;
44;Grand Est;Données temps réel;2026-08-25;04:45;2026-08-25T04:45:00+02:00;3490;23;3506;815;0;441;-10;104;-1392;0;2;0.66;0.75;100.46;32.4;23.35;15.68;0.0;0.0;12.64;19.17;2.98;38.66;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-25;04:45;2026-08-25T04:45:00+02:00;2942;15;0;4;0;395;0;139;2388;0;0;0.51;0.57;0.0;;0.14;3.31;0.0;0.0;13.43;12.24;4.72;45.42;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-25;04:45;2026-08-25T04:45:00+02:00;1222;0;0;166;0;2;0;30;1023;0;0;0.0;0.0;0.0;;13.58;13.93;0.0;0.0;0.16;0.39;2.45;37.5;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-25;04:45;2026-08-25T04:45:00+02:00;2769;20;4813;442;0;3;0;50;-2559;0;1;0.72;3.66;173.82;72.59;15.96;19.75;0.0;0.0;0.11;0.13;1.81;14.53;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-25;05:00;2026-08-25T05:00:00+02:00;2779;20;4807;483;0;3;0;50;-2578;-6;0;0.72;3.66;172.98;72.5;17.38;21.58;0.0;0.0;0.11;0.13;1.8;14.53;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-25;05:00;2026-08-25T05:00:00+02:00;4779;157;11190;155;0;1505;-1;66;-8294;0;1;3.29;16.46;234.15;82.46;3.24;19.42;0.0;0.0;31.49;13.14;1.38;35.11;
24;Centre-Val de Loire;Données temps réel;2026-08-25;05:00;2026-08-25T05:00:00+02:00;1351;0;6921;94;0;27;0;30;-5721;0;0;0.0;0.0;512.29;59.51;6.96;5.15;0.0;0.0;2.0;29.35;2.22;32.97;
32;Hauts-de-France;Données temps réel;2026-08-25;05:00;2026-08-25T05:00:00+02:00;3913;629;3509;1382;0;5;0;112;-1718;-7;0;16.07;26.33;89.68;64.27;35.32;20.8;0.0;0.0;0.13;125.0;2.86;57.44;
52;Pays de la Loire;Données temps réel;2026-08-25;05:00;2026-08-25T05:00:00+02:00;2104;0;0;124;0;6;0;104;1874;0;0;0.0;0.0;0.0;;5.89;5.05;0.0;0.0;0.29;60.0;4.94;114.29;
76;Occitanie;Données temps réel;2026-08-25;05:00;2026-08-25T05:00:00+02:00;2881;0;0;86;0;426;-32;94;2369;-1;0;0.0;0.0;0.0;0.0;2.99;4.67;0.0;0.0;14.79;7.94;3.26;52.81;
28;Normandie;Données temps réel;2026-08-25;05:00;2026-08-25T05:00:00+02:00;2196;19;9110;316;0;9;0;103;-7362;0;0;0.87;2.49;414.85;74.31;14.39;19.21;0.0;0.0;0.41;31.03;4.69;69.59;
44;Grand Est;Données temps réel;2026-08-25;05:00;2026-08-25T05:00:00+02:00;3582;20;3506;803;0;451;-10;104;-1289;-2;0;0.56;0.65;97.88;32.4;22.42;15.45;0.0;0.0;12.59;19.6;2.9;38.66;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-25;05:00;2026-08-25T05:00:00+02:00;2946;15;0;3;0;410;0;137;2381;0;0;0.51;0.57;0.0;;0.1;2.48;0.0;0.0;13.92;12.71;4.65;44.77;
53;Bretagne;Données temps réel;2026-08-25;05:00;2026-08-25T05:00:00+02:00;1628;0;0;166;0;0;0;45;1460;-42;0;0.0;0.0;0.0;;10.2;8.4;0.0;0.0;0.0;0.0;2.76;56.25;
11;Île-de-France;Données temps réel;2026-08-25;05:00;2026-08-25T05:00:00+02:00;4786;0;0;10;0;14;0;194;4570;0;0;0.0;0.0;0.0;;0.21;6.85;0.0;0.0;0.29;73.68;4.05;55.43;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-25;05:00;2026-08-25T05:00:00+02:00;1279;0;0;174;0;2;0;30;1073;0;0;0.0;0.0;0.0;;13.6;14.6;0.0;0.0;0.16;0.39;2.35;37.5;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-25;05:15;2026-08-25T05:15:00+02:00;2861;20;4801;503;0;4;0;50;-2517;0;0;0.7;3.66;167.81;72.41;17.58;22.48;0.0;0.0;0.14;0.18;1.75;14.53;
32;Hauts-de-France;Données temps réel;2026-08-25;05:15;2026-08-25T05:15:00+02:00;4048;732;3508;1304;0;5;0;113;-1620;-1;7;18.08;30.64;86.66;64.25;32.21;19.63;0.0;0.0;0.12;125.0;2.79;57.95;
28;Normandie;Données temps réel;2026-08-25;05:15;2026-08-25T05:15:00+02:00;2243;19;9129;303;0;9;0;101;-7318;0;0;0.85;2.49;407.0;74.46;13.51;18.42;0.0;0.0;0.4;31.03;4.5;68.24;
53;Bretagne;Données temps réel;2026-08-25;05:15;2026-08-25T05:15:00+02:00;1668;0;0;205;0;0;0;45;1419;0;1;0.0;0.0;0.0;;12.29;10.37;0.0;0.0;0.0;0.0;2.7;56.25;
76;Occitanie;Données temps réel;2026-08-25;05:15;2026-08-25T05:15:00+02:00;2935;0;0;81;0;440;-31;94;2410;0;1;0.0;0.0;0.0;0.0;2.76;4.4;0.0;0.0;14.99;8.2;3.2;52.81;
44;Grand Est;Données temps réel;2026-08-25;05:15;2026-08-25T05:15:00+02:00;3602;77;3519;711;0;504;-10;104;-1303;0;0;2.14;2.5;97.7;32.52;19.74;13.68;0.0;0.0;13.99;21.9;2.89;38.66;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-25;05:15;2026-08-25T05:15:00+02:00;2941;15;0;3;0;485;0;136;2301;0;0;0.51;0.57;0.0;;0.1;2.48;0.0;0.0;16.49;15.03;4.62;44.44;
24;Centre-Val de Loire;Données temps réel;2026-08-25;05:15;2026-08-25T05:15:00+02:00;1352;0;6925;85;0;27;0;30;-5714;0;0;0.0;0.0;512.2;59.54;6.29;4.66;0.0;0.0;2.0;29.35;2.22;32.97;
52;Pays de la Loire;Données temps réel;2026-08-25;05:15;2026-08-25T05:15:00+02:00;2133;0;0;143;0;6;0;104;1911;-27;0;0.0;0.0;0.0;;6.7;5.82;0.0;0.0;0.28;60.0;4.88;114.29;
11;Île-de-France;Données temps réel;2026-08-25;05:15;2026-08-25T05:15:00+02:00;4857;0;0;12;0;14;0;192;4642;0;0;0.0;0.0;0.0;;0.25;8.22;0.0;0.0;0.29;73.68;3.95;54.86;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-25;05:15;2026-08-25T05:15:00+02:00;4991;192;11196;155;0;1507;0;66;-8125;0;1;3.85;20.13;224.32;82.51;3.11;19.42;0.0;0.0;30.19;13.16;1.32;35.11;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-25;05:15;2026-08-25T05:15:00+02:00;1276;0;0;143;0;2;0;30;1101;0;0;0.0;0.0;0.0;;11.21;12.0;0.0;0.0;0.16;0.39;2.35;37.5;
52;Pays de la Loire;Données temps réel;2026-08-25;05:30;2026-08-25T05:30:00+02:00;2160;0;0;139;0;6;0;104;1917;-2;0;0.0;0.0;0.0;;6.44;5.66;0.0;0.0;0.28;60.0;4.81;114.29;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-25;05:30;2026-08-25T05:30:00+02:00;2957;15;0;6;0;476;0;135;2325;0;0;0.51;0.57;0.0;;0.2;4.96;0.0;0.0;16.1;14.75;4.57;44.12;
11;Île-de-France;Données temps réel;2026-08-25;05:30;2026-08-25T05:30:00+02:00;4942;0;0;13;0;14;0;192;4726;0;0;0.0;0.0;0.0;;0.26;8.9;0.0;0.0;0.28;73.68;3.89;54.86;
32;Hauts-de-France;Données temps réel;2026-08-25;05:30;2026-08-25T05:30:00+02:00;3994;742;3507;1240;0;5;0;112;-1618;-2;7;18.58;31.06;87.81;64.23;31.05;18.67;0.0;0.0;0.13;125.0;2.8;57.44;
76;Occitanie;Données temps réel;2026-08-25;05:30;2026-08-25T05:30:00+02:00;2943;0;0;84;0;489;-30;95;2364;0;1;0.0;0.0;0.0;0.0;2.85;4.57;0.0;0.0;16.62;9.12;3.23;53.37;
53;Bretagne;Données temps réel;2026-08-25;05:30;2026-08-25T05:30:00+02:00;1656;0;0;190;0;0;0;45;1425;0;1;0.0;0.0;0.0;;11.47;9.62;0.0;0.0;0.0;0.0;2.72;56.25;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-25;05:30;2026-08-25T05:30:00+02:00;4998;226;11193;154;0;1544;0;66;-8183;0;0;4.52;23.69;223.95;82.48;3.08;19.3;0.0;0.0;30.89;13.48;1.32;35.11;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-25;05:30;2026-08-25T05:30:00+02:00;2930;20;4817;490;0;3;0;50;-2450;0;0;0.68;3.66;164.4;72.65;16.72;21.89;0.0;0.0;0.1;0.13;1.71;14.53;
44;Grand Est;Données temps réel;2026-08-25;05:30;2026-08-25T05:30:00+02:00;3685;107;3520;647;0;498;-10;104;-1181;-1;0;2.9;3.47;95.52;32.53;17.56;12.45;0.0;0.0;13.51;21.64;2.82;38.66;
24;Centre-Val de Loire;Données temps réel;2026-08-25;05:30;2026-08-25T05:30:00+02:00;1360;0;6924;113;0;27;0;30;-5734;0;0;0.0;0.0;509.12;59.54;8.31;6.2;0.0;0.0;1.99;29.35;2.21;32.97;
28;Normandie;Données temps réel;2026-08-25;05:30;2026-08-25T05:30:00+02:00;2258;19;9112;300;0;9;0;101;-7283;0;0;0.84;2.49;403.54;74.32;13.29;18.24;0.0;0.0;0.4;31.03;4.47;68.24;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-25;05:30;2026-08-25T05:30:00+02:00;1329;0;0;128;0;2;0;30;1170;0;0;0.0;0.0;0.0;;9.63;10.74;0.0;0.0;0.15;0.39;2.26;37.5;
52;Pays de la Loire;Données temps réel;2026-08-25;05:45;2026-08-25T05:45:00+02:00;2182;0;0;110;0;6;0;104;1995;-29;0;0.0;0.0;0.0;;5.04;4.48;0.0;0.0;0.27;60.0;4.77;114.29;
28;Normandie;Données temps réel;2026-08-25;05:45;2026-08-25T05:45:00+02:00;2243;19;9111;281;0;9;0;101;-7279;0;0;0.85;2.49;406.2;74.31;12.53;17.08;0.0;0.0;0.4;31.03;4.5;68.24;
53;Bretagne;Données temps réel;2026-08-25;05:45;2026-08-25T05:45:00+02:00;1684;0;0;151;0;0;-17;45;1508;0;1;0.0;0.0;0.0;;8.97;7.64;0.0;0.0;0.0;0.0;2.67;56.25;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-25;05:45;2026-08-25T05:45:00+02:00;2990;15;0;8;0;536;0;136;2295;0;0;0.5;0.57;0.0;;0.27;6.61;0.0;0.0;17.93;16.61;4.55;44.44;
24;Centre-Val de Loire;Données temps réel;2026-08-25;05:45;2026-08-25T05:45:00+02:00;1388;0;6926;152;0;27;0;30;-5747;0;0;0.0;0.0;498.99;59.55;10.95;8.33;0.0;0.0;1.95;29.35;2.16;32.97;
76;Occitanie;Données temps réel;2026-08-25;05:45;2026-08-25T05:45:00+02:00;2983;0;0;84;0;506;-30;95;2388;0;1;0.0;0.0;0.0;0.0;2.82;4.57;0.0;0.0;16.96;9.43;3.18;53.37;
44;Grand Est;Données temps réel;2026-08-25;05:45;2026-08-25T05:45:00+02:00;3740;105;3511;572;0;488;-10;104;-1027;-3;0;2.81;3.41;93.88;32.45;15.29;11.0;0.0;0.0;13.05;21.21;2.78;38.66;
11;Île-de-France;Données temps réel;2026-08-25;05:45;2026-08-25T05:45:00+02:00;5065;0;0;14;0;14;0;194;4846;0;0;0.0;0.0;0.0;;0.28;9.59;0.0;0.0;0.28;73.68;3.83;55.43;
32;Hauts-de-France;Données temps réel;2026-08-25;05:45;2026-08-25T05:45:00+02:00;4137;723;3492;1156;0;5;0;112;-1347;-5;2;17.48;30.26;84.41;63.96;27.94;17.4;0.0;0.0;0.12;125.0;2.71;57.44;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-25;05:45;2026-08-25T05:45:00+02:00;1346;0;0;116;0;2;0;30;1198;0;0;0.0;0.0;0.0;;8.62;9.73;0.0;0.0;0.15;0.39;2.23;37.5;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-25;05:45;2026-08-25T05:45:00+02:00;5005;260;11186;144;0;1562;-2;66;-8212;0;0;5.19;27.25;223.5;82.43;2.88;18.05;0.0;0.0;31.21;13.64;1.32;35.11;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-25;05:45;2026-08-25T05:45:00+02:00;2937;20;4812;446;0;3;0;50;-2390;-4;0;0.68;3.66;163.84;72.58;15.19;19.93;0.0;0.0;0.1;0.13;1.7;14.53;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-25;06:00;2026-08-25T06:00:00+02:00;2977;20;4818;409;52;33;0;50;-2404;0;0;0.67;3.66;161.84;72.67;13.74;18.28;1.75;0.73;1.11;1.48;1.68;14.53;
24;Centre-Val de Loire;Données temps réel;2026-08-25;06:00;2026-08-25T06:00:00+02:00;1433;0;6923;158;13;27;0;30;-5717;0;0;0.0;0.0;483.11;59.53;11.03;8.66;0.91;0.61;1.88;29.35;2.09;32.97;
28;Normandie;Données temps réel;2026-08-25;06:00;2026-08-25T06:00:00+02:00;2269;19;9114;291;4;9;0;101;-7270;0;0;0.84;2.49;401.67;74.34;12.83;17.69;0.18;0.57;0.4;31.03;4.45;68.24;
53;Bretagne;Données temps réel;2026-08-25;06:00;2026-08-25T06:00:00+02:00;1683;221;0;142;0;0;-17;45;1290;0;1;13.13;15.5;0.0;;8.44;7.19;0.0;0.0;0.0;0.0;2.67;56.25;
32;Hauts-de-France;Données temps réel;2026-08-25;06:00;2026-08-25T06:00:00+02:00;4170;728;3467;1075;9;5;0;112;-1224;-2;0;17.46;30.47;83.14;63.5;25.78;16.18;0.22;0.75;0.12;125.0;2.69;57.44;
76;Occitanie;Données temps réel;2026-08-25;06:00;2026-08-25T06:00:00+02:00;3061;0;0;76;33;733;-24;94;2209;0;1;0.0;0.0;0.0;0.0;2.48;4.13;1.08;0.61;23.95;13.67;3.07;52.81;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-08-25;06:00;2026-08-25T06:00:00+02:00;3066;15;0;7;38;515;0;133;2357;0;0;0.49;0.57;0.0;;0.23;5.79;1.24;1.28;16.8;15.96;4.34;43.46;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-25;06:00;2026-08-25T06:00:00+02:00;1421;0;0;102;10;2;0;30;1276;0;0;0.0;0.0;0.0;;7.18;8.56;0.7;0.56;0.14;0.39;2.11;37.5;
44;Grand Est;Données temps réel;2026-08-25;06:00;2026-08-25T06:00:00+02:00;3732;247;3522;525;9;493;-10;104;-1157;-1;0;6.62;8.02;94.37;32.55;14.07;10.1;0.24;0.33;13.21;21.43;2.79;38.66;
52;Pays de la Loire;Données temps réel;2026-08-25;06:00;2026-08-25T06:00:00+02:00;2263;0;0;123;5;6;0;104;2039;-10;0;0.0;0.0;0.0;;5.44;5.01;0.22;0.21;0.27;60.0;4.6;114.29;
11;Île-de-France;Données temps réel;2026-08-25;06:00;2026-08-25T06:00:00+02:00;5141;0;0;11;2;14;0;192;4924;0;0;0.0;0.0;0.0;;0.21;7.53;0.04;0.35;0.27;73.68;3.73;54.86;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-25;06:00;2026-08-25T06:00:00+02:00;5110;297;11193;131;9;1559;-2;66;-8143;0;1;5.81;31.13;219.04;82.48;2.56;16.42;0.18;0.21;30.51;13.61;1.29;35.11;
53;Bretagne;Données temps réel;2026-08-25;06:15;2026-08-25T06:15:00+02:00;1757;406;0;146;0;0;-23;45;1115;0;67;23.11;28.47;0.0;;8.31;7.39;0.0;0.0;0.0;0.0;2.56;56.25;
32;Hauts-de-France;Données temps réel;2026-08-25;06:15;2026-08-25T06:15:00+02:00;4337;735;3468;1005;11;5;0;111;-996;-1;0;16.95;30.77;79.96;63.52;23.17;15.13;0.25;0.91;0.12;125.0;2.56;56.92;
27;Bourgogne-Franche-Comté;Données temps réel;2026-08-25;06:15;2026-08-25T06:15:00+02:00;1478;0;0;92;10;2;0;30;1344;0;0;0.0;0.0;0.0;;6.22;7.72;0.68;0.56;0.14;0.39;2.03;37.5;
75;Nouvelle-Aquitaine;Données temps réel;2026-08-25;06:15;2026-08-25T06:15:00+02:00;3009;20;4822;378;53;34;0;50;-2345;-3;0;0.66;3.66;160.25;72.73;12.56;16.89;1.76;0.74;1.13;1.52;1.66;14.53;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-08-25;06:15;2026-08-25T06:15:00+02:00;5383;329;11205;128;9;1695;0;66;-8050;0;1;6.11;34.49;208.16;82.57;2.38;16.04;0.17;0.21;31.49;14.8;1.23;35.11;
